Frame,Tag,cX,cY
1554,12,293.425537109375,405.79791259765625
1555,7,1474.4765625,769.3893432617188
1556,7,1474.044921875,770.3800048828125
1556,12,292.09503173828125,403.7945556640625
1557,12,292.1968078613281,403.3240966796875
1559,12,291.8025817871094,404.8263244628906
1574,12,295.4196472167969,410.873779296875
1577,12,296.3547058105469,410.7930603027344
1593,12,295.16925048828125,408.412841796875
1594,12,295.6804504394531,407.6217041015625
1595,12,297.1662902832031,407.1031188964844
1598,12,296.7477111816406,407.2510986328125
1599,12,297.41943359375,407.98828125
1600,12,298.7947998046875,408.4582824707031
1602,12,298.77581787109375,407.676025390625
1603,12,300.0159912109375,407.8577880859375
1604,12,300.97882080078125,407.91754150390625
1608,12,301.53424072265625,410.37005615234375
1610,12,303.16656494140625,410.0333557128906
1620,12,309.81982421875,409.38092041015625
1621,12,309.4434814453125,408.87493896484375
1622,12,308.42474365234375,408.51287841796875
1623,12,307.4061584472656,407.8183898925781
1624,12,307.42572021484375,407.8628234863281
1625,12,306.95733642578125,407.86077880859375
1626,12,306.8575439453125,408.12506103515625
1632,7,1406.7548828125,731.9725341796875
1634,12,310.5573425292969,424.94757080078125
1646,7,1406.4300537109375,738.9873046875
1651,12,341.4183349609375,437.7878112792969
1652,7,1404.525634765625,744.3953857421875
1653,7,1404.525634765625,744.3953857421875
1655,7,1406.6763916015625,743.2833251953125
1656,7,1409.4129638671875,742.3828125
1657,7,1411.8701171875,741.6763305664062
1658,7,1410.294189453125,741.402099609375
1659,12,348.8952941894531,450.4639587402344
1661,7,1410.0330810546875,743.670166015625
1666,12,363.1072692871094,469.1346740722656
1667,12,364.56170654296875,473.35693359375
1668,12,367.61358642578125,475.4798889160156
1670,12,375.9837646484375,482.5503234863281
1676,12,376.94207763671875,508.42779541015625
1683,7,1366.643310546875,752.0878295898438
1684,7,1363.9307861328125,752.6395263671875
1687,7,1352.802978515625,751.7044677734375
1690,7,1347.7017822265625,751.2760009765625
1693,7,1340.760986328125,744.97802734375
1695,7,1338.099609375,744.634033203125
1699,12,388.0950012207031,560.196533203125
1702,12,390.73199462890625,565.2535400390625
1704,7,1348.970458984375,754.2060546875
1707,7,1346.7581787109375,750.40380859375
1709,7,1343.5,749.0
1714,7,1342.2371826171875,744.2591552734375
1716,7,1342.83251953125,742.4700927734375
1717,7,1342.56201171875,741.5784912109375
1719,7,1342.1212158203125,737.949951171875
1720,7,1341.13916015625,737.4862060546875
1721,7,1342.60693359375,737.4481201171875
1721,12,392.5517578125,589.3670654296875
1722,12,391.9874267578125,591.703369140625
1725,7,1337.664794921875,734.4830322265625
1725,12,390.9441223144531,594.5972290039062
1726,7,1337.453369140625,735.1123046875
1726,12,389.99127197265625,596.000244140625
1727,7,1337.711669921875,734.35009765625
1728,7,1337.8896484375,734.0657958984375
1728,12,390.00885009765625,595.5870361328125
1729,7,1337.986572265625,733.728515625
1730,7,1337.986572265625,733.728515625
1731,7,1337.0982666015625,733.608642578125
1731,12,392.2923583984375,600.3131103515625
1732,12,391.5995788574219,602.1632080078125
1733,7,1336.625,736.8299560546875
1733,12,392.733642578125,602.4070434570312
1734,7,1338.5537109375,737.417724609375
1734,12,392.6125183105469,605.7726440429688
1735,12,393.0718994140625,609.5185546875
1737,7,1340.116455078125,738.80029296875
1738,7,1342.153564453125,739.1754150390625
1738,12,396.9700927734375,613.0347900390625
1740,7,1341.557373046875,740.8668823242188
1741,7,1338.057373046875,739.62744140625
1741,12,400.72528076171875,615.501220703125
1742,7,1340.9376220703125,740.369140625
1743,7,1339.7998046875,740.3746337890625
1744,12,400.1728515625,617.6240844726562
1745,7,1336.6123046875,742.1834716796875
1745,12,402.02178955078125,619.1593627929688
1746,12,401.625,619.6511840820312
1748,12,400.65386962890625,622.8124389648438
1749,12,400.528564453125,623.30615234375
1750,12,397.486328125,624.9697265625
1752,17,1342.373291015625,1154.843017578125
1752,12,399.53179931640625,627.49560546875
1753,12,399.65789794921875,628.5691528320312
1754,12,400.4207763671875,630.7073974609375
1755,12,397.74951171875,633.9940185546875
1756,12,397.4276123046875,635.531982421875
1758,12,398.5970764160156,636.3580322265625
1760,12,399.9144287109375,636.9747314453125
1762,12,401.212646484375,640.6416015625
1775,12,408.14385986328125,656.306640625
1776,12,406.52911376953125,658.06640625
1777,12,405.01593017578125,659.03564453125
1778,12,405.5712890625,659.1519775390625
1780,12,404.3511962890625,661.4583740234375
1781,12,404.85284423828125,662.7933959960938
1782,12,406.60845947265625,664.08740234375
1783,12,406.8219909667969,665.5726318359375
1787,12,405.5114440917969,671.5386962890625
1789,12,404.715576171875,673.158447265625
1790,12,404.8721923828125,673.2901000976562
1791,12,404.74407958984375,674.069091796875
1792,12,402.8887939453125,675.7986450195312
1795,12,405.99859619140625,679.589111328125
1796,12,406.8906555175781,680.5193481445312
1798,12,407.8599853515625,682.0440673828125
1801,12,407.9005126953125,684.7139282226562
1805,12,408.4661560058594,688.94775390625
1806,12,410.0327453613281,691.2566528320312
1811,12,407.17791748046875,695.6397094726562
1812,12,406.9832763671875,695.0775146484375
1814,12,412.1151123046875,696.408935546875
1815,7,1318.3748779296875,778.5938720703125
1823,34,1567.3472900390625,827.5299072265625
1828,7,1316.4423828125,780.0621948242188
1829,12,437.3621826171875,665.1683349609375
1830,12,435.10968017578125,660.4869995117188
1831,12,437.5708312988281,659.46435546875
1834,34,1592.578125,834.064208984375
1836,34,1582.94287109375,827.8861694335938
1838,37,1586.94384765625,827.5257568359375
1840,37,1588.259033203125,823.8518676757812
1843,37,1588.855712890625,827.5664672851562
1865,31,1392.2998046875,1291.94384765625
1870,37,1591.6033935546875,820.508544921875
1871,37,1592.667724609375,820.5880126953125
1889,37,1581.201171875,827.1937255859375
1891,37,1580.388671875,828.1087646484375
1896,37,1580.41162109375,828.1373291015625
1897,12,485.46337890625,612.834228515625
1899,7,1339.996826171875,779.687255859375
1900,12,488.2935791015625,615.8033447265625
1904,37,1580.154296875,826.8656005859375
1909,37,1586.4774169921875,822.805419921875
1912,12,513.442626953125,618.3858642578125
1918,12,533.58935546875,620.7041625976562
1919,12,535.9093017578125,620.73291015625
1920,12,536.97412109375,620.6699829101562
1923,37,1588.142578125,822.6220092773438
1925,37,1585.8984375,822.7965698242188
1928,37,1592.733642578125,819.9520263671875
1929,12,562.3657836914062,624.8994140625
1930,12,564.62158203125,625.1617431640625
1931,12,566.8484497070312,625.8113403320312
1932,37,1588.2578125,822.6314697265625
1933,37,1591.0294189453125,821.4811401367188
1939,12,579.4509887695312,628.3834228515625
1940,12,582.4539794921875,626.6383056640625
1941,12,584.7300415039062,627.4984130859375
1942,12,587.7050170898438,626.0599365234375
1943,12,590.076171875,625.3309326171875
1944,34,1570.03662109375,828.611083984375
1944,12,590.6890869140625,625.640869140625
1945,37,1568.45166015625,830.166748046875
1946,37,1564.834716796875,833.9503173828125
1946,12,596.0660400390625,621.8291015625
1948,12,598.0787963867188,619.45654296875
1950,12,600.34130859375,615.7109985351562
1951,12,600.8563232421875,613.442138671875
1952,12,601.6019287109375,611.3970947265625
1953,34,1537.130859375,836.5863037109375
1953,12,603.4049072265625,606.330322265625
1956,37,1533.83056640625,830.3133544921875
1957,12,603.3555908203125,598.7670288085938
1961,7,1331.8243408203125,780.0673828125
1972,12,602.7791748046875,563.924072265625
1983,7,1307.0,790.5
1992,7,1305.21337890625,767.3872680664062
1992,12,545.2554931640625,550.0985107421875
1993,7,1300.96728515625,767.3983154296875
1993,12,541.6719970703125,550.0783081054688
1994,7,1303.4471435546875,766.8526000976562
1995,7,1307.339599609375,766.69287109375
1995,12,538.0076904296875,548.978515625
1996,12,536.4828491210938,548.933349609375
1997,12,535.954345703125,548.4019775390625
2019,7,1309.62841796875,737.3653564453125
2022,7,1314.0,730.0
2024,7,1314.61083984375,731.8178100585938
2026,7,1318.0,730.5
2027,7,1321.5,729.5
2028,7,1324.48046875,732.9462280273438
2028,13,1154.1015625,116.6943588256836
2029,13,1153.852783203125,116.8240737915039
2030,13,1151.1669921875,114.385986328125
2031,12,496.7645263671875,482.648193359375
2032,7,1323.169677734375,720.8385009765625
2033,7,1322.82421875,719.17578125
2034,37,1472.0,855.0
2034,7,1322.0709228515625,717.3809204101562
2035,7,1320.410400390625,711.2445678710938
2035,12,492.9070129394531,466.43988037109375
2037,13,1151.271240234375,114.61785888671875
2038,12,489.46539306640625,455.46295166015625
2038,13,1151.271240234375,114.61785888671875
2039,13,1151.293212890625,114.20402526855469
2040,13,1151.388671875,113.89157104492188
2041,37,1463.73974609375,870.3298950195312
2043,12,486.0233459472656,444.34844970703125
2043,13,1150.875,114.2451171875
2044,13,1151.3582763671875,114.3443603515625
2045,12,484.2181396484375,442.04522705078125
2047,12,483.850341796875,432.7684020996094
2048,37,484.28802490234375,429.9237060546875
2049,12,482.89910888671875,425.623779296875
2051,12,479.528564453125,420.4859619140625
2054,12,477.9405822753906,409.88763427734375
2054,13,1150.836669921875,115.75953674316406
2057,12,477.00115966796875,396.39642333984375
2058,12,476.79840087890625,394.4434814453125
2062,13,1151.8758544921875,115.30661010742188
2063,12,471.8297424316406,363.95068359375
2066,12,470.76690673828125,354.8796081542969
2067,12,470.6138916015625,346.7330322265625
2068,12,471.23870849609375,341.1802978515625
2069,12,472.5236511230469,335.8328857421875
2070,8,1476.265380859375,872.3604736328125
2073,13,1152.201171875,115.7451171875
2079,8,1486.036865234375,874.263427734375
2080,12,472.55511474609375,300.47845458984375
2082,12,470.53582763671875,297.0231628417969
2082,13,1151.813720703125,114.41847229003906
2088,12,461.646484375,289.4944763183594
2088,13,1151.4547119140625,116.01031494140625
2089,12,461.84417724609375,283.7293701171875
2090,12,463.70501708984375,281.5596923828125
2093,12,465.6162414550781,274.3546447753906
2095,12,465.5145263671875,269.5718994140625
2096,12,466.81787109375,268.54095458984375
2097,12,467.49749755859375,266.556884765625
2099,37,1484.5,866.0
2099,12,467.2749328613281,261.7005615234375
2100,12,467.4317626953125,259.5391845703125
2101,12,467.8548278808594,255.68365478515625
2102,12,470.7103576660156,251.30361938476562
2103,12,472.9163818359375,247.653076171875
2106,12,471.445556640625,238.44065856933594
2107,7,1389.153076171875,549.5009765625
2109,12,468.62738037109375,229.63865661621094
2110,12,467.01470947265625,227.50631713867188
2111,12,466.10821533203125,224.0568084716797
2114,12,464.2964172363281,214.9167022705078
2116,12,462.983642578125,210.9951934814453
2118,13,1153.595458984375,117.18719482421875
2122,12,460.5224304199219,189.3216552734375
2123,12,459.9398498535156,183.10006713867188
2124,12,456.5401306152344,181.0564727783203
2132,37,1488.07958984375,866.8006591796875
2140,12,429.49908447265625,149.82359313964844
2142,8,1484.1661376953125,867.8475341796875
2157,38,1227.208740234375,510.571044921875
2163,13,1152.360595703125,117.06613159179688
2165,12,434.001708984375,127.05233764648438
2180,12,439.49725341796875,115.96047973632812
2182,12,440.4576416015625,116.54937744140625
2183,12,440.63690185546875,116.79338073730469
2184,12,440.63690185546875,116.79338073730469
2229,13,1152.50830078125,117.56822204589844
2230,13,1152.4002685546875,117.60939025878906
2231,13,1152.4002685546875,117.60939025878906
2232,13,1152.4002685546875,117.60939025878906
2233,13,1152.4002685546875,117.60939025878906
2234,13,1152.4002685546875,117.60939025878906
2235,13,1152.3258056640625,117.84085083007812
2238,13,1152.3331298828125,117.7269287109375
2243,7,1304.9342041015625,644.7432250976562
2249,7,1307.4852294921875,647.1260986328125
2252,7,1310.75244140625,638.0947265625
2262,7,1294.398681640625,624.3060302734375
2267,12,460.9467468261719,133.37432861328125
2271,12,456.6484069824219,138.3715362548828
2273,7,1273.5,616.5
2284,7,1254.5,606.0
2289,12,456.4353942871094,152.7246551513672
2290,12,456.8506164550781,151.26998901367188
2294,12,476.9212341308594,135.6928253173828
2296,12,480.4266052246094,134.04791259765625
2297,13,1152.60595703125,117.90876770019531
2298,13,1152.60595703125,117.90876770019531
2299,13,1152.60595703125,117.90876770019531
2300,37,1446.72412109375,831.5792846679688
2300,7,1227.2154541015625,625.3629760742188
2300,13,1152.852783203125,117.87932586669922
2301,13,1152.852783203125,117.87932586669922
2302,13,1152.852783203125,117.87932586669922
2303,13,1152.852783203125,117.87932586669922
2304,13,1152.852783203125,117.87932586669922
2305,12,501.0821228027344,119.87146759033203
2305,13,1152.852783203125,117.87932586669922
2306,13,1152.852783203125,117.87932586669922
2307,13,1152.8529052734375,117.87544250488281
2309,13,1152.8529052734375,117.87544250488281
2310,13,1152.8529052734375,117.87544250488281
2311,13,1152.8529052734375,117.87544250488281
2312,13,1152.8529052734375,117.87544250488281
2313,7,1175.762939453125,615.9580078125
2314,7,1169.8155517578125,618.8375244140625
2315,7,1169.64208984375,617.82421875
2316,7,1167.756591796875,617.2973022460938
2316,13,1152.8529052734375,117.87544250488281
2317,7,1169.2298583984375,617.0242919921875
2317,13,1152.8529052734375,117.87544250488281
2320,7,1172.355224609375,618.3383178710938
2329,7,1159.947265625,634.17333984375
2333,7,1161.6917724609375,645.169677734375
2334,7,1161.6802978515625,648.7470703125
2336,7,1162.234130859375,652.8732299804688
2337,7,1162.6220703125,658.4209594726562
2339,7,1162.970703125,663.4835205078125
2339,12,590.9381103515625,107.85467529296875
2340,12,591.1437377929688,107.93276977539062
2341,12,593.3065185546875,109.53565216064453
2343,7,1157.42919921875,665.443115234375
2344,7,1156.615234375,668.1854248046875
2344,12,603.3232421875,114.8956298828125
2345,12,604.444091796875,116.70550537109375
2346,12,605.6286010742188,117.49961853027344
2348,12,607.856689453125,118.36163330078125
2349,7,1139.494140625,679.4759521484375
2349,12,612.3463134765625,113.39787292480469
2350,7,1140.0399169921875,682.2521362304688
2350,12,618.2523193359375,112.64076232910156
2351,7,1142.343017578125,687.6209716796875
2351,12,619.3463745117188,112.58354187011719
2354,12,630.6864624023438,117.17823791503906
2356,7,1140.939453125,693.8121337890625
2357,12,637.847900390625,120.56370544433594
2358,12,638.1392822265625,121.23135375976562
2360,7,1139.962646484375,693.9404296875
2361,7,1140.009033203125,692.6702270507812
2361,13,1153.0455322265625,117.49311828613281
2362,12,671.99462890625,126.0549087524414
2362,13,1153.1046142578125,117.78219604492188
2363,7,1140.6947021484375,690.4713745117188
2364,12,679.9442138671875,125.47579956054688
2365,17,1409.0,992.0
2366,7,1132.5830078125,692.947998046875
2366,12,691.7130126953125,126.30659484863281
2367,17,1408.0,993.0
2368,7,1125.53564453125,690.8928833007812
2368,12,706.2221069335938,122.9011459350586
2369,12,708.5388793945312,121.57144165039062
2370,13,1153.103515625,117.43647003173828
2371,12,710.9727783203125,123.28544616699219
2371,13,1153.103515625,117.43647003173828
2372,12,712.3671264648438,123.27848815917969
2372,13,1152.7257080078125,117.47377014160156
2373,13,1152.7257080078125,117.47377014160156
2374,12,720.4342041015625,126.33056640625
2374,13,1152.72314453125,117.32868957519531
2375,13,1152.72314453125,117.32868957519531
2376,13,1152.72314453125,117.32868957519531
2377,12,732.7476806640625,130.72438049316406
2378,12,741.8656005859375,130.38693237304688
2379,12,743.8414306640625,129.5517578125
2380,7,1100.05126953125,690.3397216796875
2380,12,746.281005859375,130.6204833984375
2387,7,1103.5760498046875,695.1279296875
2390,7,1104.663330078125,700.23583984375
2391,12,793.017578125,151.80941772460938
2394,12,808.4844970703125,154.92724609375
2397,7,1101.0,703.5
2398,7,1103.484375,703.7418212890625
2399,44,1100.53662109375,700.7122802734375
